ID,beta,se,pval,r2,padj,symbol,chr,start.true,end.true
ENSMUSG00000000001,-14.601855121214776,3.542961479092442,4.453491072952387e-5,0.03289333598983535,4.4459363807166746e-4,Gnai3,3,108107279.99999999,108146146
ENSMUSG00000000049,-13.908685521416388,3.409359718842926,5.302018046097725e-5,0.03221051525002694,5.07412546467562e-4,Apoh,11,108343353.99999999,108414396
ENSMUSG00000000056,-10.60718691376812,3.445635324210042,0.002202833674587634,0.017716224222848687,0.009106902827501387,Narf,11,121237253,121255856
ENSMUSG00000000058,-4.430990342052793,3.050195480550701,0.14697837346556047,0.002356794137486795,0.2377591335472302,Cav2,6,17281185,17289115
ENSMUSG00000000078,2.1359269670926437,2.236479789327528,0.3400496139278739,-1.8705453279754813e-4,0.45311716924386686,Klf6,13,5861489,5870393
ENSMUSG00000000085,-9.382468637289595,4.060735928327176,0.021291646696281485,0.009146563025432819,0.053285707338982156,Scmh1,4,120405280.99999999,120530186
ENSMUSG00000000088,-0.09525258379770041,3.387756465407388,0.9775810224107477,-0.0021305069638661855,0.9842710550705305,Cox5a,9,57521232,57532424
ENSMUSG00000000093,-5.638491136702013,2.988091447719796,0.059779351839030055,0.005418820511166156,0.1194369328034941,Tbx2,11,85832551,85841948
ENSMUSG00000000120,-1.064541360526604,1.5713417955798337,0.49844005689121107,-0.0011524555088571198,0.604745847810489,Ngfr,11,95568818,95587735
ENSMUSG00000000127,-14.234530017879184,3.3868030431151763,3.155556653131711e-5,0.03424268201601366,3.409172085499857e-4,Fer,17,63896018,64139494
ENSMUSG00000000131,-13.463617528027166,4.080929915126592,0.0010435849317293607,0.02059749969352198,0.005081917520254272,Xpo6,7,126101715,126200500.99999999
ENSMUSG00000000134,-10.082454798036748,3.7553925846863776,0.007514497028295727,0.013036564510494841,0.023425772032666804,Tfe3,X,7762560,7775201.999999999
ENSMUSG00000000142,-6.078616248047994,2.4195199320937957,0.012328520874877357,0.011175335033017264,0.034590391107820376,Axin2,11,108920349,108950783
ENSMUSG00000000148,-3.3680475274432395,4.157686538790434,0.4183065707570037,-7.319710316489036e-4,0.5305461570915877,Brat1,5,140705010.99999997,140719379
ENSMUSG00000000149,8.014802861769706,3.8005289782330216,0.035485796190520384,0.007281300060816953,0.0792989977525014,Gna12,5,140758408,140830431
ENSMUSG00000000154,-7.568818633204138,3.6938440416731204,0.04101450133480001,0.006759419851327997,0.08878805972238295,Slc22a18,7,143473720.99999997,143499334
ENSMUSG00000000159,-5.146941830108587,3.4472267624882797,0.1360919458250335,0.002608603350338301,0.2243420451485496,Igsf5,16,96361668,96525579.99999999
ENSMUSG00000000168,1.9422977748032149,2.666033702910099,0.46665000707866655,-9.993750915664457e-4,0.5764613297179801,Dlat,9,50634633,50659780
ENSMUSG00000000171,-4.680605355566405,3.5036143926407033,0.18221799399147973,0.0016668458676872833,0.2801339850156369,Sdhd,9,50596337.99999999,50603849
ENSMUSG00000000184,-9.813166101470554,2.6425597937930205,2.2899301927306872e-4,0.02649213039451137,0.0015488970997823315,Ccnd2,6,127125161.99999999,127152193
ENSMUSG00000000194,-6.101460357234452,4.402747522408659,0.16645735574682538,0.0019547359200866588,0.26120652278963075,Gpr107,2,31152316,31218774.999999996
ENSMUSG00000000247,-7.626080658044798,1.8983803135228559,6.859474375424627e-5,0.03120250083872156,6.234441189092499e-4,Lhx2,2,38339281,38369733
ENSMUSG00000000266,-6.934495871258003,3.695639290680636,0.06122117147383677,0.005334949992943261,0.12136991548712461,Mid2,X,140664598.99999997,140767714.99999997
ENSMUSG00000000275,-7.36917657804059,4.097774116145455,0.07276662233525308,0.00473073505861199,0.13854143398348895,Trim25,11,88999376,89020293
ENSMUSG00000000278,-12.942758063191906,2.565217084365252,6.480542516382846e-7,0.049462136239374566,1.6438789960738385e-5,Scpep1,11,88924020,88955464.99999999
ENSMUSG00000000282,-5.104798395629142,3.1554281488437232,0.10638165617473473,0.003429099166037619,0.18522368242257808,Mnt,11,74830919.99999999,74845725
ENSMUSG00000000290,-0.15431358516884552,1.8260970726224095,0.9326913120181319,-0.002116937861603274,0.9515278445396042,Itgb2,10,77530251.99999999,77565708
ENSMUSG00000000295,-3.6250240392395576,1.5918009175905927,0.023217130897972706,0.008828053306863648,0.05703223938703596,Hddc2,10,31313381.999999996,31328204
ENSMUSG00000000296,-7.586563666514178,2.8047939414201415,0.007082045355822563,0.013260613993185122,0.022395398666854263,Tpd52l1,10,31332379.999999996,31445921
ENSMUSG00000000301,-7.94339960106959,2.95825032927656,0.0075062150275606405,0.013040730751639362,0.023409684916372214,Pemt,11,59970614,60046488.99999999
ENSMUSG00000000303,-6.0264597397671045,1.2020620060965928,7.594004551577303e-7,0.04884202390043113,1.8933388085196032e-5,Cdh1,8,106603350.99999999,106670245.99999999
ENSMUSG00000000325,-8.819084038186837,3.026080075031762,0.00373462087433058,0.015693384730409154,0.01371069485055238,Arvcf,16,18348181.999999996,18407076
ENSMUSG00000000326,-0.2404518255462365,2.5133979842033454,0.9238250980164426,-0.0021126402835658364,0.9448576124134107,Comt,16,18406886,18426852
ENSMUSG00000000339,-0.7217749896158633,3.2974499712950545,0.8268318630749864,-0.002029830326452542,0.8731997333685589,Rtca,3,116488963,116508208
ENSMUSG00000000340,-15.994537929096412,2.755757053182876,1.1933757042482231e-8,0.0650244432508651,6.720589492345257e-7,Dbt,3,116513070,116549980.99999999
ENSMUSG00000000346,-14.096136052436298,3.9689462712070007,4.2158118913367837e-4,0.024114565014681677,0.002489719315656495,Dazap2,15,100615628,100620730.99999999
ENSMUSG00000000355,-7.815318915158703,3.519425183993692,0.026853525949549144,0.00829481113597097,0.06380016157169831,Mcts1,X,38600578,38613426
ENSMUSG00000000374,-5.441035394472707,4.254220792533982,0.2015388613757439,0.0013508812809612802,0.3037664743747606,Trappc10,10,78186725,78244642
ENSMUSG00000000378,0.4684865325404068,3.525431358004189,0.8943391751056358,-0.002094464536497753,0.923365972894152,Ccm2,11,6546887,6596743.999999999
ENSMUSG00000000384,-6.33233901477999,4.208730406899673,0.13310719719269326,0.0026815933006374415,0.22050270386460236,Tbrg4,11,6615597.999999999,6626067
ENSMUSG00000000385,-5.350273536352075,1.4604733095312428,2.7729016698180964e-4,0.025745963084877088,0.0017883316522607669,Tmprss2,16,97564684,97611195
ENSMUSG00000000399,-6.576924595669765,3.6340832357840065,0.070968471759854,0.004817818704557553,0.13595359905818385,Ndufa9,6,126821721,126849135.99999999
ENSMUSG00000000420,-1.5528871132425262,3.8916618002825194,0.6900532331896235,-0.0017920901221579744,0.7683214979322551,Galnt1,18,24205344,24286818
ENSMUSG00000000439,-8.253989956257811,4.110309980066628,0.045203594941933115,0.006410849330177548,0.09578712951032634,Mkrn2,6,115601902,115622624
ENSMUSG00000000440,1.8781399814794175,1.3097415667730106,0.15224504200811464,0.0022423892548980584,0.24416461976229858,Pparg,6,115360951,115490399
ENSMUSG00000000441,-5.515883579053228,3.8524423104413525,0.15287035613499525,0.002229103059686266,0.24485303339520895,Raf1,6,115618067,115676634.99999999
