gene.id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,chr,start,end,strand,middle,nearest.marker.id,start.true,end.true
ENSMUSG00000082884,1099.265650968942,1.7245858088663393,0.34562633995276665,4.989740680938905,6.046040121562734e-7,0.0029688919229226077,Gm13339,2,22.590024,22.590533,-,22.5902785,2_22638617,22590024,22590533
ENSMUSG00000096449,101.85148538637317,1.2825272802225227,0.2783672262888946,4.6073214053276965,4.078892753280542e-6,0.006838555050357206,Gm4076,13,85.126999,85.12751399999999,-,85.12725649999999,13_85006538,85126999,85127513.99999999
ENSMUSG00000063388,129.23195084845653,1.1224154758253453,0.1467420309708309,7.648902420114771,2.027019798136374e-14,2.378910435092848e-10,BC023105,18,60.441753,60.442983,+,60.442368,18_60435548,60441753,60442983
ENSMUSG00000078687,2060.270613305815,-0.940660870723934,0.22247369959184599,-4.228189095833289,2.3557976350370867e-5,0.015169519886640396,Mup8,4,60.218621,60.222598999999995,-,60.22060999999999,4_60164780,60218621,60222598.99999999
ENSMUSG00000066362,86.4155113148078,0.8320757297659107,0.1792528266739292,4.641911345027225,3.4520097926785023e-6,0.006752131154479151,Rps13-ps1,8,87.04768899999999,87.048226,+,87.0479575,8_87082656,87047688.99999999,87048226
ENSMUSG00000078798,4517.65195892311,0.7123046374680267,0.1715132969806425,4.1530578095552535,3.2806181862475536e-5,0.015400534013520515,Sult2a1,7,13.796246,13.837409,-,13.816827499999999,7_13952157,13796246,13837409
ENSMUSG00000096674,7823.988382927908,0.6843278143408887,0.2815146295993497,2.430878335931674,0.01506227138978347,0.22568577933836717,Mup15,4,61.43579,61.439743,-,61.437766499999995,4_61458790,61435790,61439743
ENSMUSG00000092008,8530.894447062,-0.6603171246995299,0.21690384388498302,-3.044285029128734,0.0023323405076126564,0.11864137044833938,Cyp2c69,19,39.842659999999995,39.886769,-,39.8647145,19_39861304,39842659.99999999,39886769
ENSMUSG00000069324,1888.955876929059,0.6400235232996598,0.23380329585768972,2.737444401507609,0.006191858545631101,0.17059055444338814,Gm5096,18,87.756286,87.75814299999999,+,87.7572145,18_87671731,87756286,87758142.99999999
ENSMUSG00000025014,207.8959532806668,0.6117771946969339,0.1722361101684798,3.5519682492742026,3.823609960053775e-4,0.056566634781599706,Dntt,19,41.029275,41.059523,+,41.044399,19_40908613,41029275,41059523
ENSMUSG00000038418,241.99294782385473,0.6093393274954064,0.14604066963549306,4.1723947789083224,3.014148054326567e-5,0.015400534013520515,Egr1,18,34.859823,34.864984,+,34.8624035,18_34860924,34859823,34864984
ENSMUSG00000070343,390.77292478808863,-0.5854456871970835,0.333416814345226,-1.7558973093387606,0.07910594449294707,0.4224761325357002,Gm10288,3,146.838811,146.839347,-,146.839079,3_146965364,146838811,146839347
ENSMUSG00000078922,265.4748512652975,0.549263468005523,0.15281678402014576,3.594261399540471,3.2531310783973056e-4,0.054541066194386825,Tgtp1,11,48.985327,48.994172,-,48.9897495,11_49010731,48985327,48994172
ENSMUSG00000027750,154.3569688708417,-0.5345541837203229,0.1267071131781757,-4.218817478452312,2.455869783965299e-5,0.015169519886640396,Postn,3,54.361109,54.391037,+,54.376073,3_54394528,54361109,54391037
ENSMUSG00000026390,118.75851426343624,-0.5331837610235155,0.19509115727904644,-2.7329980941211094,0.006276069547731049,0.17059055444338814,Marco,1,120.474538,120.50502399999999,-,120.489781,1_120400545,120474538,120505023.99999999
ENSMUSG00000041449,35.38659883171262,-0.5069339754588351,0.18341068477759206,-2.7639282633591096,0.0057110093392181635,0.16798096642873275,Serpina3h,12,104.24790499999999,104.253669,+,104.250787,12_104251671,104247904.99999999,104253669
ENSMUSG00000094793,3368.065777670698,-0.5067004610381423,0.24923798531902933,-2.032998543097498,0.04205267019365836,0.3255420781756662,Mup12,4,60.737382999999994,60.741325999999994,-,60.73935449999999,4_60682384,60737382.99999999,60741325.99999999
ENSMUSG00000100131,210.41829743135492,0.5063724181699616,0.2778087147144898,1.8227377016965496,0.06834312721278266,0.39667405587003823,Gm28439,1,24.611535,24.61241,-,24.6119725,1_24667031,24611535,24612410
ENSMUSG00000022066,130.79804925404883,0.4909572927964776,0.288068522538495,1.7043073240703355,0.08832368739586757,0.44190010819741987,Gm21685,14,69.555424,69.58552,+,69.570472,14_69574837,69555424,69585520
ENSMUSG00000034634,24.402011655982747,-0.4686002591734588,0.18179563661635098,-2.577621046881123,NA,NA,Ly6d,15,74.762056,74.76362,-,74.762838,15_74823991,74762056,74763620
ENSMUSG00000091845,107.76907145226781,-0.45441505866613874,0.249703711954142,-1.8198169947493288,0.06878687877111646,0.3986581774112705,Gm4604,6,108.14012,108.140509,-,108.14031449999999,6_108132522,108140120,108140509
