ID,beta,se,pval,r2,padj,symbol,chr,start.true,end.true
ENSMUSG00000000001,-12.462095994908646,4.491532771106716,0.005987702197255942,0.08510371749809154,0.04332649172070029,Gnai3,3,108107279.99999999,108146146
ENSMUSG00000000049,-14.172386529605042,4.276952384477168,0.0010716046453020007,0.09772150875082142,0.04257015902125516,Apoh,11,108343353.99999999,108414396
ENSMUSG00000000056,-7.1880366207001645,4.559107009485236,0.11627265522352875,0.0643229301024908,0.17373735584371378,Narf,11,121237253,121255856
ENSMUSG00000000058,-5.517576035090656,4.33632975825907,0.2045303725279561,0.0607755484160748,0.2707290243650521,Cav2,6,17281185,17289115
ENSMUSG00000000078,-0.2996301849143558,3.1590395185842985,0.9245188284716518,0.05411425683387805,0.9387257070528582,Klf6,13,5861489,5870393
ENSMUSG00000000085,-10.982611274653449,5.521873166088238,0.04790979081593502,0.07027864697934583,0.09398303965059253,Scmh1,4,120405280.99999999,120530186
ENSMUSG00000000088,-10.18198250903526,4.452608333630228,0.023132453411356613,0.07537653279468925,0.06375718650578596,Cox5a,9,57521232,57532424
ENSMUSG00000000093,-4.689875114552123,4.666993018173537,0.3160135567063978,0.058266158325948725,0.3875669024105764,Tbx2,11,85832551,85841948
ENSMUSG00000000120,-5.19824100610942,2.2603214541784267,0.022369293955562555,0.0756144881170071,0.06267236130849113,Ngfr,11,95568818,95587735
ENSMUSG00000000127,-12.187141495692181,4.652845254062432,0.009405283863416228,0.081826911261904,0.04667796021338242,Fer,17,63896018,64139494
ENSMUSG00000000131,-8.12881443864706,5.734137390719613,0.15767358530519246,0.06237757821559309,0.2195714740939559,Xpo6,7,126101715,126200500.99999999
ENSMUSG00000000134,-12.84065986199682,4.936505166041369,0.00990142798805141,0.08145528844138261,0.047317272614009406,Tfe3,X,7762560,7775201.999999999
ENSMUSG00000000142,-7.235485795236823,3.460940586562734,0.037675622353118284,0.07194554239240658,0.08147015893738788,Axin2,11,108920349,108950783
ENSMUSG00000000148,-12.442333722716578,5.729437872049109,0.03091836032785605,0.07332892814426284,0.07353184503109027,Brat1,5,140705010.99999997,140719379
ENSMUSG00000000149,-7.289764838748251,5.3855900337321465,0.17722032351856448,0.061650317171020985,0.24153348863055857,Gna12,5,140758408,140830431
ENSMUSG00000000154,-7.782024383092299,4.766826026397903,0.10395255728271016,0.06505386245606037,0.1594133337769186,Slc22a18,7,143473720.99999997,143499334
ENSMUSG00000000159,-12.017495714739173,4.43516365590471,0.007250590110195299,0.08371242953023339,0.044991515866128956,Igsf5,16,96361668,96525579.99999999
ENSMUSG00000000168,-3.6788702383786482,3.8060755442528373,0.33478350660445544,0.0579539899266881,0.40668818998188055,Dlat,9,50634633,50659780
ENSMUSG00000000171,-13.863469786477127,4.915775389331108,0.005224007712528679,0.08609768548915386,0.04304750401884198,Sdhd,9,50596337.99999999,50603849
ENSMUSG00000000184,-17.71687150354485,4.066065795128512,1.9955811977059647e-5,0.12708493003616284,0.04257015902125516,Ccnd2,6,127125161.99999999,127152193
ENSMUSG00000000194,-16.726710958784736,5.68518807697026,0.003597275762880846,0.08882304918071371,0.042580781068839176,Gpr107,2,31152316,31218774.999999996
ENSMUSG00000000247,-11.045976951735819,2.753900377150533,8.207785033042616e-5,0.11668098033561625,0.04257015902125516,Lhx2,2,38339281,38369733
ENSMUSG00000000266,-8.699688166300556,4.784859353098243,0.07035616884931882,0.06765428078034519,0.12124335393213506,Mid2,X,140664598.99999997,140767714.99999997
ENSMUSG00000000275,-11.098587456387056,5.711640197273012,0.05323411862977518,0.06955350314011732,0.10055618299991236,Trim25,11,88999376,89020293
ENSMUSG00000000278,-1.6242344162090754,4.584585940747188,0.7234567369078015,0.05459951212537717,0.7719232883151868,Scpep1,11,88924020,88955464.99999999
ENSMUSG00000000282,-9.630306622192142,4.150750244746353,0.021221431997646183,0.07598859292030069,0.061232959486401284,Mnt,11,74830919.99999999,74845725
ENSMUSG00000000290,1.1027904523071133,2.868732340726074,0.7010290286890768,0.054692164537385235,0.7527013015572371,Itgb2,10,77530251.99999999,77565708
ENSMUSG00000000295,-2.9003456198706736,2.1192157513375296,0.17247917209075597,0.061818008007267444,0.23644070061823874,Hddc2,10,31313381.999999996,31328204
ENSMUSG00000000296,-8.938406574547926,3.860372066572968,0.02148233143774664,0.07590176601555065,0.061490039159114294,Tpd52l1,10,31332379.999999996,31445921
ENSMUSG00000000301,-7.955471075240821,4.134910157182955,0.055607968201394443,0.06925442861455611,0.10359382490193299,Pemt,11,59970614,60046488.99999999
ENSMUSG00000000303,-3.540441328469538,1.8583923860415472,0.0580296387636712,0.0689628765032021,0.106576369656477,Cdh1,8,106603350.99999999,106670245.99999999
