gene.id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,chr,start,end,strand,middle,nearest.marker.id,start.true,end.true
ENSMUSG00000094793,2373.9526227088177,-1.0229540634850989,0.18179962525329982,-5.626821628811533,1.8356036398461468e-8,2.153713750631484e-4,Mup12,4,60.737382999999994,60.741325999999994,-,60.73935449999999,4_60682384,60737382.99999999,60741325.99999999
ENSMUSG00000096674,11620.651052989024,-0.8488178607615379,0.20287518760009987,-4.18394122417127,2.8649821370735583e-5,0.028012362845236716,Mup15,4,61.43579,61.439743,-,61.437766499999995,4_61458790,61435790,61439743
ENSMUSG00000082884,1009.8456676680662,0.6815626152188017,0.25574689704952264,2.664988795882925,0.007699088782395899,0.2523863101696649,Gm13339,2,22.590024,22.590533,-,22.5902785,2_22638617,22590024,22590533
ENSMUSG00000089873,4445.697169237953,-0.6724838650354812,0.17304599903919646,-3.886156679549451,1.0184378859695337e-4,0.0675176475663805,Mup13,4,61.224306999999996,61.228286,-,61.2262965,4_61199988,61224306.99999999,61228286
ENSMUSG00000073834,24885.811349261003,-0.637975368080846,0.1409650572234319,-4.525769581816611,6.0176117446600225e-6,0.014120927720019208,Mup11,4,60.658466,60.662411,-,60.6604385,4_60682384,60658466,60662411
ENSMUSG00000073940,1092.7802929356772,0.614739253055059,0.11879403055958952,5.174832861207561,2.2811509191706647e-7,0.0013382371867314705,Hbb-bt,7,103.812524,103.81399599999999,-,103.81325999999999,7_103735454,103812524,103813995.99999999
ENSMUSG00000078675,23577.222058841682,-0.5684570874190132,0.13076219893672703,-4.347258550569934,1.378496874997312e-5,0.017971004260381625,Mup16,4,61.515592,61.519531,-,61.5175615,4_61458790,61515592,61519531
ENSMUSG00000069917,4786.264075848274,0.5434172080768248,0.12323971514039482,4.409432523093415,1.0364184464183817e-5,0.017371853759752674,Hba-a2,11,32.296489,32.297298,+,32.296893499999996,11_32207213,32296489,32297297.999999996
ENSMUSG00000052305,6397.801776419873,0.5068174775651844,0.11450924144052378,4.425996288067508,9.599817452890332e-6,0.017371853759752674,Hbb-bs,7,103.826534,103.828096,-,103.827315,7_103735454,103826534,103828096
ENSMUSG00000096449,115.84632469231278,0.5012467255868677,0.2020781015499171,2.4804603850806184,0.013121284317450221,0.2814479504509021,Gm4076,13,85.126999,85.12751399999999,-,85.12725649999999,13_85006538,85126999,85127513.99999999
