ENSEMBL.ID,term,estimate,std.error,statistic,p.value,p.adj,symbol
ENSMUSG00000089943,chol2,0.2792310005638111,0.06685140037180261,4.176890820698328,6.558640193059026e-5,6.558640193059026e-5,Ugt1a5
ENSMUSG00000006567,chol2,0.04426048072276853,0.012562943749676597,3.523097898445013,6.577078218191936e-4,6.577078218191936e-4,Atp7b
ENSMUSG00000028412,chol2,0.07806955278643689,0.0234278355204707,3.332341680400715,0.0012282213376583822,0.0012282213376583822,Slc44a1
ENSMUSG00000024981,chol2,0.32618784005644175,0.09982805768386233,3.267496609915226,0.0015107748526420415,0.0015107748526420415,Acsl5
ENSMUSG00000025809,chol2,-0.05374341340144191,0.016495395436812,-3.2580857856553873,0.001556511280997877,0.001556511280997877,Itgb1
ENSMUSG00000083863,chol2,1.8470248889432301,0.5723718065757908,3.2269669255602227,0.0017171365952365495,0.0017171365952365495,NA
ENSMUSG00000026238,chol2,-0.0780640248610224,0.02440219674479236,-3.1990572683863774,0.0018742424194271446,0.0018742424194271446,Ptma
ENSMUSG00000049940,chol2,0.048015461737340226,0.015530719893681344,3.0916443066412693,0.002612625571758492,0.002612625571758492,Pgrmc2
ENSMUSG00000024066,chol2,0.10505138428833795,0.034102206041382165,3.0804864694342866,0.0027031566378329865,0.0027031566378329865,Xdh
ENSMUSG00000090555,chol2,-1.3712531472806604,0.44569481773491,-3.0766638801177475,0.0027348356621136,0.0027348356621136,Gm8893
ENSMUSG00000027605,chol2,0.3398636711589989,0.11160998201367489,3.045101029739056,0.0030098798029815806,0.0030098798029815806,Acss2
ENSMUSG00000025004,chol2,0.33270456811328825,0.10989137184952652,3.0275768016515276,0.0031734432736152903,0.0031734432736152903,Cyp2c40
ENSMUSG00000042118,chol2,0.13287335988829763,0.04451042267056679,2.9852190097525675,0.0036033626760382477,0.0036033626760382477,Bhmt2
ENSMUSG00000001525,chol2,-0.029043594510817717,0.00986467291422033,-2.944202485309998,0.004070375163488301,0.004070375163488301,Tubb5
ENSMUSG00000062397,chol2,-0.03247684673866515,0.011136458425129923,-2.9162634563767305,0.0044197811953499136,0.0044197811953499136,Zfp706
ENSMUSG00000017754,chol2,0.04247675431705355,0.014576591467073376,2.9140388830271475,0.004448756111665249,0.004448756111665249,Pltp
ENSMUSG00000003518,chol2,-0.04955650795069451,0.017193353164888014,-2.882306172358397,0.0048815583264886124,0.0048815583264886124,Dusp3
ENSMUSG00000032012,chol2,0.032777114437738564,0.01139150831427878,2.8773287551968707,0.004952854140062432,0.004952854140062432,Nectin1
ENSMUSG00000027447,chol2,0.0677782029549905,0.024554943727153288,2.7602670854439864,0.00693111040857117,0.00693111040857117,Cst3
ENSMUSG00000031311,chol2,0.022088060839426965,0.008007602531360037,2.7583862651678666,0.006968091858206662,0.006968091858206662,Nono
ENSMUSG00000038884,chol2,0.065981581695661,0.023937733058070797,2.756383887128977,0.007007661204141921,0.007007661204141921,Shfl
ENSMUSG00000037071,chol2,10.07059143601221,3.6726717019572095,2.742034206500264,0.007297279211913985,0.007297279211913985,Scd1
ENSMUSG00000027222,chol2,0.03862789633796703,0.014176112806133479,2.724858137503969,0.007658264830234643,0.007658264830234643,Pex16
ENSMUSG00000004270,chol2,0.051726313091870396,0.019436375259045766,2.6613147977680027,0.009139471691827241,0.009139471691827241,Lpcat3
ENSMUSG00000010663,chol2,0.3695236917413881,0.13966108537823765,2.6458600886612342,0.009536957027286323,0.009536957027286323,Fads1
ENSMUSG00000000673,chol2,0.21407324803289968,0.08172288287697847,2.61950191300954,0.010251139344676148,0.010251139344676148,Haao
ENSMUSG00000026866,chol2,-0.0868164107035298,0.0332596941101946,-2.610258844110032,0.010512814942640378,0.010512814942640378,Kynu
ENSMUSG00000052392,chol2,0.05910413617827221,0.02274056094856131,2.5990623675451356,0.010837867942389702,0.010837867942389702,Acot4
ENSMUSG00000037242,chol2,-0.03071305455559899,0.012199614443631891,-2.5175430500290097,0.01349126741853185,0.01349126741853185,Clic4
ENSMUSG00000066441,chol2,0.09219683223355729,0.03663725963595364,2.5164773006952945,0.013529520003553057,0.013529520003553057,Rdh11
ENSMUSG00000021595,chol2,-0.0354483749199964,0.01414175724071358,-2.506645695907004,0.013887019662021643,0.013887019662021643,Nsun2
ENSMUSG00000000088,chol2,-0.039087871829704295,0.015613116448115505,-2.503527848498317,0.014002148266107763,0.014002148266107763,Cox5a
ENSMUSG00000053646,chol2,-0.07876733950990703,0.031553240827299586,-2.4963311991001005,0.014271163025379771,0.014271163025379771,Plxnb1
ENSMUSG00000030762,chol2,0.186429399241152,0.07472564711542912,2.494851586272294,0.01432704244482787,0.01432704244482787,Aqp8
ENSMUSG00000042010,chol2,0.13151119475587666,0.05287938381222957,2.4870031621938393,0.0146267387117629,0.0146267387117629,Acacb
ENSMUSG00000036078,chol2,0.06354312591297756,0.02575658138300477,2.467063659112225,0.015413538478131586,0.015413538478131586,Sigmar1
ENSMUSG00000068083,chol2,0.08901265657488727,0.0363961278342309,2.4456628183168987,0.016299907827591945,0.016299907827591945,Cyp2d40
ENSMUSG00000026526,chol2,-0.08455696237176837,0.03482052983841376,-2.4283651846815304,0.017049287491217986,0.017049287491217986,Fh1
ENSMUSG00000024294,chol2,0.027847233476940278,0.011520282215376022,2.4172353555516906,0.017547551841369503,0.017547551841369503,Mib1
ENSMUSG00000003528,chol2,0.0681689745260934,0.028230657339925448,2.4147143902910417,0.01766219685215098,0.01766219685215098,Slc25a1
ENSMUSG00000074656,chol2,-0.03460549362143302,0.014401208096482852,-2.402957681715923,0.018205705381147647,0.018205705381147647,Eif2s2
ENSMUSG00000021594,chol2,-0.08618523842422868,0.036058733397236364,-2.390134935544745,0.0188154110664136,0.0188154110664136,Srd5a1
ENSMUSG00000006494,chol2,0.08851882426244521,0.03703630393019558,2.390055563570319,0.0188192409353712,0.0188192409353712,Pdk1
ENSMUSG00000030432,chol2,-0.10461819343782844,0.04385613422344954,-2.3854859825262458,0.01904090417637288,0.01904090417637288,Rpl28
ENSMUSG00000028517,chol2,0.10112186062116885,0.04247997529833565,2.3804594967627195,0.01928740655065475,0.01928740655065475,Plpp3
ENSMUSG00000024758,chol2,-0.02394693675461221,0.010108276979168142,-2.3690424000018764,0.01985786164553594,0.01985786164553594,Rtn3
ENSMUSG00000063232,chol2,-0.11031720639232302,0.04664599278473344,-2.3649878543999656,0.020064018887571023,0.020064018887571023,Serpina11
ENSMUSG00000024799,chol2,0.0758482705619269,0.03218993942818682,2.356272546928469,0.020513591087809056,0.020513591087809056,Tm7sf2
ENSMUSG00000058207,chol2,-7.698759394131712,3.274698158475636,-2.3509829063804357,0.02079078441497888,0.02079078441497888,Serpina3k
ENSMUSG00000022241,chol2,0.08081874994702974,0.03439838929369895,2.349492275844265,0.020869494678509026,0.020869494678509026,Tars
ENSMUSG00000030225,chol2,0.031572014073404,0.01348007409334021,2.34212466895876,0.02126241586482022,0.02126241586482022,Dera
ENSMUSG00000029426,chol2,-0.04339233326756627,0.018640766748162892,-2.3278191210585653,0.022044076712003684,0.022044076712003684,Scarb2
ENSMUSG00000038914,chol2,0.032885345052240396,0.014196696007913958,2.3164083413428336,0.022685661448356105,0.022685661448356105,Dido1
ENSMUSG00000039007,chol2,0.02494337638301262,0.010774402973286338,2.31505879674784,0.022762620851862727,0.022762620851862727,Cpq
ENSMUSG00000019951,chol2,0.019919855728880494,0.008612201097435856,2.3129807935872875,0.022881572080867715,0.022881572080867715,Uhrf1bp1l
ENSMUSG00000018042,chol2,0.16691265304254935,0.07241031847573014,2.3050948615630475,0.023337992241117364,0.023337992241117364,Cyb5r3
ENSMUSG00000001127,chol2,0.01666418956517688,0.007240682629066398,2.3014666460150504,0.02355066854075227,0.02355066854075227,Araf
ENSMUSG00000021840,chol2,-0.028782307205904554,0.012523272985590687,-2.29830550200587,0.023737357177208384,0.023737357177208384,Mapk1ip1l
ENSMUSG00000021792,chol2,0.099681648501894607,0.043840155270148236,2.2737521773735625,0.02523235101202422,0.02523235101202422,Prxl2a
ENSMUSG00000087141,chol2,-0.10550383025171409,0.04640169867276511,-2.273706206226416,0.025235226023814596,0.025235226023814596,Plcxd2
ENSMUSG00000022235,chol2,0.061981257325082514,0.027267765689878518,2.273059627620654,0.02527569323982619,0.02527569323982619,Cmbl
ENSMUSG00000028961,chol2,0.021579858039124454,0.009546410727366393,2.2605205930708765,0.02607182925289572,0.02607182925289572,Pgd
ENSMUSG00000061959,chol2,0.2615200129119996,0.11581857520007967,2.2580144200549594,0.026233567490084972,0.026233567490084972,Ces1e
ENSMUSG00000048489,chol2,0.06616216184307923,0.02943946577634019,2.247396822541943,0.026928594454431142,0.026928594454431142,Depp1
ENSMUSG00000075551,chol2,2.6317692722322636,1.171517806502766,2.2464611785019843,0.02699060898671604,0.02699060898671604,Cyp3a41a
